trochę	pron	III		b	bądź o niewielkim stopniu natężenia cechy lub stanu	To wymaga trochę ostrożności.
tu	pron	I	1	a	zaimek odnoszący się do miejsca postrzeganego jako bliskie, wskazanego przez mówiącego	Czekaj tu na mnie.
tu	pron	I	1	b	lub do miejsca, o którym była albo będzie mowa	Wszedł do pokoju i dopiero tu zauważył, że zapomniał kupić masło. Stał tu, gdzie kiedyś był dom.
tu	pron	I	2		zaimek odnoszący się do wiadomej lub wskazanej w tekście sytuacji	Tu płacz nic nie pomoże.
tutaj	pron				zobacz „tu I” 	
twój	pron	I	1		zaimek oznaczający, że to, co jest wyrażone przez rzeczownik, którego dotyczy, należy lub odnosi się do osoby, do której się mówi „ty”	To twoje ubranie. Słyszałam twoje kroki.
twój	pron	I	2		zaimek oznaczający, że to, co wyraża rzeczownik, któremu towarzyszy, jest szczególnie lubiane przez osobę, do której się mówi „ty”	Czerwony to twój kolor.
ty	pron				zaimek odnoszący się do osoby, do której zwraca się mówiący	
tyle	pron	I	1		zaimek wskazujący na ilość lub liczbę rzeczy albo osób, określoną za pomocą gestu lub wymienioną w wypowiedzi poprzedzającej daną lub następującej po niej	Możemy porozmawiać parę minut? – Tyle możemy.
tyle	pron	I	2		zaimek komunikujący o dużej ilości lub liczbie rzeczy albo osób, pociągającej za sobą konsekwencje, o których mowa w zdaniu podrzędnym	Przynieś tyle krzeseł, żeby wszyscy mogli usiąść.
tyle	pron	I	3		zaimek wskazujący na taką samą liczbę, ilość lub skalę czegoś, o jakiej jest mowa w zdaniu podrzędnym	Ma tylu zwolenników co przeciwników.
tyle	pron	II	1		zaimek komunikujący o dużej ilości zdarzeń, która może pociągać za sobą konsekwencje, o których jest mowa	Tyle chodziła, że aż nabawiła się odcisków.
tyle	pron	II	2	a	zaimek komunikujący o małej ilości, liczbie lub skali, która ogranicza się do tego, o czym jest mowa w zdaniu podrzędnym	Tyle zrozumiała, że ktoś ją gdzieś zaprasza.
tyle	pron	II	2	b	lub o takiej samej liczbie, ilości lub skali czegoś, o jakiej jest mowa w zdaniu podrzędnym	Napisał tyle, ile umiał.
tyle	pron	II	3		zaimek, który wraz z poprzedzającym przyimkiem „na” komunikuje, że stopień lub zakres danego stanu rzeczy jest wystarczający do uzasadnienia tego, o czym mowa	Był na tyle sprytny, że wszystko przewidział.
tyle	pron	II	4		zaimek, który wraz z poprzedzającym przyimkiem „o” wprowadza wyrażenie charakteryzujące stopień, w jakim można urzeczywistnić lub wyjaśnić to, o czym jest mowa, albo otwiera zdanie zamykające wypowiedź na jakiś temat lub przerywające ją na jakiś czas	Była o tyle rozsądna, że nie mówiła o tym.
tysiąc	pron	II			zaimek oznaczający bardzo dużą liczbę czegoś lub kogoś	
tędy	pron				zaimek odnoszący się do miejsca stanowiącego trasę ruchu, wskazanego w jakiś sposób przez mówiącego, np. gestem, albo wskazujący na miejsce, o którym była lub będzie mowa	
wasz	pron		1		zaimek oznaczający, że to, co jest wyrażone przez rzeczownik, którego dotyczy, należy lub odnosi się do grupy, w skład której wchodzi osoba, do której zwraca się mówiący	
wasz	pron		2		zaimek dotyczący osób lub przedmiotów, które ta grupa osób wybiera z pewnego zbioru, uznając je za najlepsze pod jakimś względem	Chodźmy do tej waszej kawiarenki.
wieleset	pron				zaimek oznaczający bardzo dużą liczbę osób lub rzeczy	
wszelki	pron				zaimek komunikujący, że to, o czym mowa w zdaniu, dotyczy wszystkich rodzajów obiektów, stanów rzeczy lub sposobów działania, nazywanych przez rzeczownik	Rozważ wszelkie możliwości.
wszyscy	pron				zaimek oznaczający ogół osób	
wszystek	pron				zaimek komunikujący, że to, o czym mowa w zdaniu, dotyczy całej substancji lub zbiorowości nazywanej przez określany rzeczownik	
wszystko	pron				zaimek oznaczający ogół rzeczy i spraw	
wtedy	pron		1		zaimek odnoszący się do pewnego czasu w przeszłości lub przyszłości, o którym mowa w zdaniu	Wtedy nie było jeszcze telefonów.
wtedy	pron		2		zaimek odnoszący się do sytuacji, której zajście zależy od spełnienia pewnego warunku	Jeśli o tym porozmawiamy, wtedy pewnie wszystko się wyjaśni.
wtenczas	pron				zobacz „wtedy”  w znaczeniu 1	
wy	pron		1		zaimek odnoszący się do grupy osób, w skład której wchodzi osoba, do której zwraca się mówiący	
wy	pron		2		"zaimek używany w niektórych środowiskach zamiast ""pan"", ""pani"""	
wówczas	pron				zobacz „wtedy” 	
ów	pron		1	a	zaimek towarzyszący rzeczownikowi, wyróżniający kogoś lub coś spośród innych	Oto ów znajomy.
ów	pron		1	b	będący określeniem tego, o czym była mowa	Dużo jak na owe czasy podróżował.
ów	pron		1	c	lub występujący w zdaniu nadrzędnym, z którym się wiąże zdanie określające	Od łąk wionął ów zapach, jaki wydziela skoszona trawa.
ów	pron		2		zaimek występujący w połączeniu z innymi zaimkami, stawiany zwykle na drugim miejscu	Ten czytał, ów oglądał telewizję.
ów	pron		3		zaimek oznaczający osobę lub rzecz bliżej nieokreśloną	Ten i ów coś powiedział.
ów	pron		4		on	
żaden	pron	I	1		zaimek w zdaniach przeczących, komunikujący brak kogoś lub czegoś	Do żadnej winy się nie poczuwaj!
żaden	pron	I	2		zaimek w zdaniach przeczących, komunikujący, że ktoś nie zgadza się na kwalifikowanie jakiejś osoby lub rzeczy w określony sposób	Ja nie jestem żadnym szpiegiem.
żaden	pron	III			zobacz „nikt” 	
aniżeli	prep	II			przyimek łączący podstawę porównania z wyrażeniem, które komunikuje zwykle wyższy stopień nasilenia cechy	Była ładniejsza aniżeli jej koleżanka.
bez	prep	II			przyimek komunikujący zwykle brak, nieobecność czegoś lub kogoś	Las bez grzybów. Sukienka bez rękawów. Odejść bez pożegnania.
blisko	prep	II		a	przyimek komunikujący o małej odległości między przedmiotami	Mieszka blisko stacji metra.
blisko	prep	II		b	lub między punktami czasowymi	Było już blisko daty wyjazdu.
co	prep	II	1		przyimek używany w połączeniach charakteryzujących częstość, z jaką coś się powtarza	Przystawał co krok.
co	prep	II	2		przyimek używany w połączeniach, komunikujących, że przedmioty pod względem danej cechy są tożsame	Krawat tego koloru co koszula
dla	prep		1		przyimek komunikujący o przeznaczeniu obiektu	Film dla młodzieży.
dla	prep		2		przyimek komunikujący cel czynności	Tupali nogami dla rozgrzewki.
dla	prep		3		przyimek wyznaczający obiekt odniesienia komunikowanego sądu, najczęściej osobę, z punktu widzenia której sąd ten jest wydawany	Był to dla mnie rok pełen sukcesów.
dla	prep		4		przyimek wprowadzający przyczynę jakichś działań	Na dziki polowano dla mięsa.
do	prep	I	1		przyimek komunikujący o przeznaczeniu obiektu	filiżanka do kawy
do	prep	I	2		przyimek komunikujący cel czynności	Oddał buty do naprawy.
do	prep	I	3		przyimek komunikujący kierunek ruchu	Skoczył do wody.
do	prep	I	4		przyimek określający czas zakończenia zdarzenia	Spał do południa.
do	prep	I	5		przyimek wyznaczający górną lub dolną granicę czegoś	Inflacja spadła do dziesięciu procent.
do	prep	I	6		przyimek komunikujący o rezultacie procesu lub charakteryzujący stopień nasilenia tego procesu	Blacha rozpaliła się do czerwoności.
do	prep	I	7		przyimek wprowadzający składnik zdania rządzony przez czasownik, przymiotnik, rzeczownik lub określający je	Przywiązał się do dziadka. Był podobny do siostry.
do	prep	I	8		przyimek wprowadzający samodzielne wypowiedzenia nieoznajmujące, m.in. przekleństwa, formuły grzecznościowe, odezwy	Do diabła! Do zobaczenia! Do broni!
do	prep	I	9		przyimek między liczebnikami oznaczający potęgowanie	Dwa do piątej.
dokoła	prep	II	1		przyimek komunikujący, że to, o czym mowa w zdaniu, ma miejsce ze wszystkich stron czegoś znajdującego się w środku	Dokoła klombów posadzono tulipany.
dokoła	prep	II	2		przyimek określający główny temat tego, o czym mowa w zdaniu	Wszystkie jego myśli krążyły dokoła rodzinnego domu.
dookoła	prep	II			zobacz „dokoła II” 	
dzięki	prep	I			przyimek komunikujący o cechach, faktach lub osobach, które spowodowały, że dana sytuacja jest dla kogoś pomyślna	Uratował się dzięki przytomności umysłu.
jak	prep	II			przyimek wprowadzający wyrażenie porównawcze	Nos miała jak kartofelek.
jako	prep	I	1		przyimek wprowadzający określenie roli, jaką pełni jakaś osoba w danych okolicznościach, a także określenie stosunku tej osoby do innych osób	Jako gospodarz spotkania starał się być dla wszystkich życzliwy i miły.
jako	prep	I	2		przyimek wraz z przyłączanym rzeczownikiem wskazujący na okres życia osoby, o której mowa w zdaniu	Jako dziecko przebyła wszystkie choroby zakaźne.
jako	prep	I	3		przyimek wprowadzający określenie sposobu potraktowania lub oceny danego obiektu lub stanu rzeczy	Takie stany są określane jako depresyjne.
jako	prep	I	4		przyimek przyłączający liczebnik porządkowy, który wskazuje na kolejność charakteryzowanego zdarzenia względem innych	Sekretarz komisji przyszedł na zebranie jako pierwszy.
koło	prep	II	1		przyimek komunikujący o małej odległości między przedmiotami	Usiądź koło mnie.
koło	prep	II	2		przyimek poprzedzający określenie liczby, ilości, miary lub czasu, który komunikuje, że jest ono przybliżone	Zadzwoniła koło szóstej.
koło	prep	II	3		przyimek przyłączający nazwę przedmiotu będącego obiektem czynności, o której mowa w zdaniu	Dłubał coś koło zegara.
ku	prep		1		przyimek przyłączający określenie miejsca, w kierunku którego ktoś zmierza lub coś prowadzi	Odwrócił się nagle i ruszył ku drzwiom.
ku	prep		2		przyimek przyłączający określenie celu czynności, o której mowa w zdaniu	Nakręcono ten film ku przestrodze młodzieży.
ku	prep		3		przyimek przyłączający określenie czyjegoś stanu wewnętrznego, który wytworzył się w następstwie zdarzenia lub zjawiska, o którym mowa w zdaniu	Ku radości maluchów spadł śnieg.
ku	prep		4		przyimek wraz z przyłączanym rzeczownikiem komunikujący, że zbliża się dana pora roku lub dnia	Dni są coraz dłuższe i ma się ku wiośnie.
ku	prep		5		przyimek występujący w zdaniu komunikującym, że ktoś jest zainteresowany inną osobą pod względem erotycznym	Nasze dzieci mają się ku sobie.
lada	prep	III			przyimek łączący się z nazwą jednostki czasu, komunikujący, iż coś stanie się w najbliższym czasie	Przyjadą lada godzina.
mimo	prep				przyimek oznaczający rozbieżność między tym, co się dzieje, a tym, czego się należało spodziewać	Mimo późnej pory wyszedł na spacer.
między	prep		1		przyimek komunikujący, że to, o czym mowa, jest z obu stron otoczone czymś	Ulica ciągnęła się między domami.
między	prep		2		przyimek komunikujący, iż zależność, o której mowa, dotyczy wymienionych w zdaniu osób, zjawisk, przedmiotów lub faktów	Pokrewieństwo między nimi było bardzo dalekie.
między	prep		3		przyimek wprowadzający określenia granic czasowych, w których miało miejsce dane zdarzenie	Wrócę między drugą a trzecią.
między	prep		4		przyimek wprowadzający określenie przeznaczenia tego, co stanowi rezultat dokonanego podziału	Podzielił majątek między synów.
między	prep		5		przyimek ograniczający dwustronnie zbiór cech, które można przypisać nietypowemu obiektowi, o którym mowa	Bluzka koloru między żółtym a brązowym.
między	prep		6		przyimek komunikujący, iż wybór, przed którym stoi dana osoba, dotyczy wymienionych przedmiotów lub osób	Wybieraj między mną a nim.
między	prep		7		przyimek wprowadzający określenie zbioru, do którego należą lub spośród którego się wyróżniają charakteryzowane w zdaniu przedmioty lub osoby	Słynęła z urody między rówieśnicami.
na	prep		1	a	przyimek tworzący wyrażenia oznaczające miejsce dziania się lub znajdowania się czegoś	Pracował na polu.
na	prep		1	b	miejsce lub kierunek, będące celem ruchu, czynności	Pojechali na Mazury.
na	prep		2		przyimek tworzący wyrażenia oznaczające trwanie czegoś, okres, termin lub porę dziania się czegoś	Wyjechać na weekend.
na	prep		3		przyimek tworzący wyrażenia oznaczające miarę, ocenę wielkości oraz zakres ich zastosowania	Gruby na palec.
na	prep		4		przyimek tworzący z nazwami czynności wyrażenia określające cel, skutek lub sposób odbywania się tych czynności	Składać na pół.
na	prep		5	a	przyimek łączący z nadrzędnymi czasownikami rzeczowniki stanowiące ich uzupełnienie	Liczyć na pomoc.
na	prep		5	b	z nadrzędnymi rzeczownikami wyrazy stanowiące ich uzupełnienie	Skrzynka na listy.
na	prep		5	c	lub z nadrzędnymi przymiotnikami wyrazy stanowiące ich uzupełnienie	Był chciwy na pieniądze.
na	prep		6		przyimek tworzący wraz z rzeczownikami równoważniki zdań	Na zdrowie!
na	prep		7		przyimek tworzący z przysłówkowymi określeniami kolorów wyrażenia precyzujące osiągnięcie koloru	Pomalował ściany na zielono.
na	prep		8		przyimek tworzący z przysłówkami lub przymiotnikami wyrażenia oznaczające szczególne okoliczności dziania się czegoś	Spać na stojąco.
na	prep		9		przyimek tworzący z przysłówkami oznaczającymi czas wyrażenia precyzujące ten czas	Przyjechali na krótko.
na	prep		10		przyimek tworzący w połączeniu ze składnikami nieodmiennymi wyrażenia zleksykalizowane, oznaczające różne relacje przestrzenne	Wyjść na zewnątrz.
nad	prep		1		przyimek tworzący wyrażenia lokalizujące coś powyżej danego miejsca lub danej przestrzeni	Nad miastem przeszła burza.
nad	prep		2		przyimek tworzący wyrażenia lokalizujące coś w miejscu położonym blisko wody	Wyjechali nad morze. Warszawa leży nad Wisłą.
nad	prep		3		przyimek tworzący wyrażenia wskazujące na przedmiot, temat tego, co oznacza wyraz określany	Opieka nad dziećmi. Myśleć nad sposobem ratunku.
nad	prep		4		przyimek tworzący wyrażenia oznaczające bliskość czasową czegoś względem określonej pory	Wrócili nad ranem.
nad	prep		5		przyimek przyłączający określenie osoby, która jest podporządkowana służbowo komuś innemu	Nad dyrektorem departamentu stał określony wiceminister.
nad	prep		6		przyimek wprowadzający nazwę czegoś, czemu wymieniona w zdaniu cecha przysługuje w największym stopniu	Nic ważniejszego nad zdrowie.
nad	prep		7		przyimek tworzący wyrażenia stanowiące wzmocnienie lub ograniczenie tego, co oznacza rzeczownik, z którym się łączy	Skandal nad skandale.
nad	prep		8		przyimek przyłączający określenie podstawy porównania	Praca nad siły.
naokoło	prep	II			przyimek komunikujący, że to, o czym jest mowa w zdaniu, ma miejsce ze wszystkich stron czegoś	
naokół	prep	II			zobacz „naokoło II” 	
naprzeciw	prep	I			przyimek komunikujący, że coś znajduje się lub dzieje się w miejscu, do którego dana osoba lub rzecz jest zwrócona, albo że ktoś idzie w kierunku, z którego spodziewa się nadejścia danej osoby	
naprzeciwko	prep	I			zobacz „naprzeciw I” 	
niby	prep	I			przyimek używany w konstrukcjach porównawczych, wyrażający relację podobieństwa	Drucik cienki niby igła.
niczym	prep	I			przyimek przyłączający wyraz, który określa podstawę porównania	Wpatrywał się w mrok niczym sowa czyhająca na łup.
niedaleko	prep				przyimek komunikujący o małej odległości między przedmiotami, zdarzeniami lub punktami czasowymi	Mieszkali niedaleko parku.
nieopodal	prep	I			zobacz „opodal I” 	
niźli	prep	II			zobacz „niż II” 	
niż	prep	II			przyimek przyłączający wyrażenie określające podstawę porównania dla cechy lub sytuacji odznaczających się zwykle większym lub mniejszym stopniem nasilenia	Szybciej rosną wydatki niż dochody.
niżeli	prep	II			zobacz „niż II” 	
o	prep	II	1		przyimek wprowadzający nazwę lub charakterystykę przedmiotu czyjejś wypowiedzi, czyjejś prośby, czyichś starań, myśli, uczuć, czyjegoś sądu lub przekonania, a także nazwę przedmiotu sporu, walki bądź oskarżenia	Często opowiadał o swojej rodzinie. Był przekonany o swojej racji. Drużyny walczyły o wejście do finału.
o	prep	II	2		przyimek poprzedzający nazwę przedmiotu, z którym styka się jakaś osoba lub rzecz w wyniku ruchu lub w trakcie wykonywania jakiejś czynności	Zaczepiła rękawem o gwóźdź. Koła stukały o szyny.
o	prep	II	3		przyimek wprowadzający określenie różnicy między dwoma obiektami lub stanami rzeczy pod względem ilości, liczby lub stopnia	Przerósł brata o głowę.
o	prep	II	4		przyimek wprowadzający określenie czasu zdarzenia	Wyruszyli w góry o świcie.
o	prep	II	5		przyimek przyłączający do nazwy rzeczy lub osoby rzeczownik z przymiotnikiem lub liczebnikiem charakteryzujący właściwość tej rzeczy lub osoby	Był człowiekiem o stalowych nerwach.
o	prep	II	6		przyimek przyłączający nazwę narzędzia lub środka, którym posługuje się dana osoba, chcąc wykonać określoną czynność	Poruszała się o kulach.
obok	prep	I	1		przyimek komunikujący, że dana rzecz lub osoba znajduje się blisko innej	Położył łyżkę obok talerza. Usiadła obok syna.
obok	prep	I	2		przyimek komunikujący o współwystępowaniu przedmiotów lub faktów, o których jest mowa, z innymi przedmiotami i faktami	Obok działalności politycznej uprawiał dziennikarstwo.
od	prep		1	a	przyimek wprowadzający określenie miejsca, od którego oddala się dana rzecz lub osoba	Goście wstali od stołu.
od	prep		1	b	lub z którego dochodzi dane zjawisko	Zimny wiatr wiał od morza.
od	prep		2		przyimek wprowadzający nazwę strony lub miejsca, względem których określane jest położenie danego obiektu	Ręczniki leżą na drugiej półce od dołu.
od	prep		3		przyimek wprowadzający nazwę obiektu, od którego dana rzecz jest oddzielana lub oddzielona	Odklejała znaczki od kopert.
od	prep		4		przyimek wprowadzający nazwę osoby, od której pochodzi to, o czym jest mowa	Pieniądze pożyczyła od ojca.
od	prep		5		przyimek wprowadzający określenie czasu, w którym zaczął mieć miejsce dany stan rzeczy	Była od świtu na nogach.
od	prep		6		przyimek wprowadzający określenie dolnej granicy czegoś	Mieszkanie było zastawione książkami od podłogi po sufit.
od	prep		7		przyimek wprowadzający określenie przyczyny danego zjawiska	Buty miał mokre od rosy.
od	prep		8		przyimek poprzedzający nazwę osoby, rzeczy lub zjawiska, z którymi ktoś chce uniknąć kontaktu	Zasłaniała twarz od słońca.
od	prep		9	a	przyimek łączący dwa rzeczowniki, z których pierwszy nazywa część danej całości	Wyprasuj kołnierzyk od bluzki.
od	prep		9	b	przedmiot zabezpieczający przed danym zjawiskiem	Weź proszek od bólu głowy.
od	prep		9	c	lub przedmiot używany w danych sytuacjach	Garnitur od ślubu.
od	prep		10		przyimek łączący nazwę osoby z określeniem jej specjalności	Firma zatrudni specjalistę od komputerów.
od	prep		11		przyimek łączący dwa człony konstrukcji porównawczej dotyczącej stopnia nasilenia danej cechy	Ta praca była trudniejsza od poprzedniej.
od	prep		12		przyimek wprowadzający określenie podstawy obliczania jakiejś wielkości	W redakcji płacono mu od wiersza lub od arkusza.
od	prep		13		przyimek przyłączający wyrazy i wyrażenia służące wymyślaniu komuś	Nawyzywała go od łajdaków.
około	prep	I			przyimek poprzedzający określenie liczby, ilości, miary lub czasu, nadający im przybliżony charakter	
opodal	prep	I			przyimek komunikujący o małej odległości przedmiotu lub zdarzenia od danego miejsca	Konie pasły się opodal lasu.
oprócz	prep		1		przyimek wyłączający z zakresu odniesienia zdania element, którego nazwa użyta jest po tym przyimku	Zwiedzili cały pałac oprócz ostatniego piętra.
oprócz	prep		2		przyimek włączający do zakresu odniesienia zdania element, którego nazwa użyta jest po tym przyimku	Oprócz niego byli tam i inni.
po	prep		1	a	przyimek wraz z użytym po nim rzeczownikiem komunikujący, że to, o czym mowa, dzieje się w wielu miejscach jakiejś przestrzeni	Echo roznosi się po lesie.
po	prep		1	b	lub że czynność, o której mowa, jest wykonywana w różnych miejscach	Szeptali o tym po kawiarniach.
po	prep		2		przyimek wprowadzający określenie czasu, wraz z którym komunikujący, że to samo zdarzenie powtarza się przez pewien czas	Po nocach grał w karty, a w dzień się uczył.
po	prep		3		przyimek wprowadzający określenie powierzchni przedmiotu, na której lub wzdłuż której wykonuje się czynność lub ruch	Zimą dzieci ślizgały się po zamarzniętym jeziorze.
po	prep		4	a	przyimek wprowadzający określenie strony, z której lub na której coś się dzieje lub znajduje	Pisz tylko po jednej stronie kartki.
po	prep		4	b	lub części jakiejś całości, zwykle części ciała, podlegającej działaniu	Całował babcię po rękach.
po	prep		5		przyimek poprzedzający określenie górnej granicy czegoś	Nakryła się kołdrą po czubek nosa.
po	prep		6		przyimek wprowadzający określenie stanu rzeczy lub punktu czasowego wcześniejszego w stosunku do zdarzenia, o którym mowa w zdaniu	Po doktoracie podjęła pracę w liceum.
po	prep		7		przyimek wprowadzający określenie czasu dzielącego dwa zdarzenia	Spotkali się dopiero po dwudziestu latach.
po	prep		8		przyimek wraz z użytą po nim nazwą wyznaczający osobę lub rzecz zajmującą w pewnej hierarchii miejsce wyróżnione w stosunku do innych osób lub rzeczy, o których jest mowa	W parafii uchodził za pierwszego człowieka po proboszczu.
po	prep		9		przyimek wprowadzający nazwę rzeczy, użytą również bezpośrednio przed przyimkiem, i wraz z tymi nazwami komunikujący, że z każdą kolejną rzeczą objętą tą nazwą dzieje się to samo co z poprzednią	Nagrywał zdanie po zdaniu.
po	prep		10		przyimek wprowadzający nazwę osoby, do której coś wcześniej należało lub która była wcześniej nosicielem danej cechy	Talent malarski miał po matce.
po	prep		11		przyimek wprowadzający nazwę osoby, której działania wymagają innych działań charakteryzowanych w zdaniu	Przez cały tydzień sprzątała po murarzach.
po	prep		12		przyimek wprowadzający nazwę rzeczy, którą było wcześniej wypełnione dane naczynie lub opakowanie	Butelka po mleku.
po	prep		13		przyimek wprowadzający nazwę osoby, której odejście wywołało czyjąś rozpacz	Przez miesiąc rozpaczała po dziadku.
po	prep		14		przyimek wraz z użytym po nim rzeczownikiem nazywającym zdarzenie lub osobę komunikujący o przewidywanym następstwie tego zdarzenia lub działania tej osoby	Po wizycie prezydenta miasta oczekiwano reaktywowania starej umowy.
po	prep		15		przyimek wraz z użytym po nim rzeczownikiem komunikujący, na jakiej podstawie rozpoznawany jest przedmiot, o którym mowa w zdaniu	Potrafiła rozróżniać drzewa po liściach.
po	prep		16		przyimek wprowadzający nazwę rzeczy lub osoby, którą ktoś zamierza zabrać z miejsca, do którego się w tym celu udaje	Poszedł do przedszkola po wnuka.
po	prep		17		przyimek wraz z przyłączanym rzeczownikiem wprowadzający określenie celu charakteryzowanej w zdaniu czynności	Zatelefonowała do niego po radę i pomoc.
po	prep		18		przyimek wraz z użytym po nim rzeczownikiem lub połączeniem liczebnika z rzeczownikiem komunikujący, ile rzeczy, osób lub zdarzeń przypada na kogoś lub na coś	Każde dziecko dostało po gruszce.
po	prep		19		przyimek wprowadzajacy przysłówki określające sposób lub podobieństwo	Zachowywał się w stosunku do mnie po ojcowsku.
pod	prep		1		przyimek występujący w zdaniu komunikującym, że ktoś lub coś znajduje się poniżej lub przedostaje się tak, żeby znaleźć się poniżej danej rzeczy	Kot spał pod biurkiem. Woda wlewała się pod wannę.
pod	prep		2		przyimek przyłączający nazwę rzeczy, która przykrywa coś lub kogoś	Dziecko schowało się pod kołdrę.
pod	prep		3		przyimek występujący w zdaniu komunikującym, że ktoś lub coś znajduje się w pobliżu lub udaje się w pobliże obiektu, który przewyższa osobę lub rzecz, o której mowa	Spotkajmy się pod pomnikiem.
pod	prep		4		przyimek przyłączający nazwę góry lub miejscowości, w okolicach której coś się dzieje lub w okolice której ktoś się udaje	Mieszkali pod Babią Górą. Katastrofa wydarzyła się pod Poznaniem.
pod	prep		5		przyimek wraz z przyłączanym rzeczownikiem komunikujący, że ktoś lub coś posuwa się w kierunku przeciwnym do kierunku wiatru lub prądu rzeki	Z trudem wiosłowali pod prąd.
pod	prep		6		przyimek wprowadzający nazwę czynności lub jej obiektu, podporządkowaną nadrzędnemu składnikowi zdania	Wniosek poddano pod głosowanie.
pod	prep		7		przyimek wraz z przyłączanym rzeczownikiem komunikujący o kierowaniu czymś, sprawowaniu władzy lub opieki nad kimś lub nad czymś	Rodzice oddali córkę pod opiekę babci.
pod	prep		8		przyimek wprowadzający określenie przyczyny lub uzasadnienia jakiegoś zdarzenia albo okoliczności, które miały na to zdarzenie wpływ	Drzwi otworzyły się pod naporem tłumu.
pod	prep		9		przyimek występujący w zdaniu komunikującym, że dana osoba lub dany obiekt mogą być rozpoznane za pomocą wymienionej nazwy	" Policja zorganizowała akcję pod kryptonimem ""Powroty""."
pod	prep		10		przyimek wraz z przyłączanym wyrażeniem określający czyjś adres lub numer telefonu	Proszę zanieść te bagaże pod szóstkę.
pod	prep		11		przyimek występujący w zdaniu komunikującym, że jedna rzecz jest dopasowana lub dostosowana do drugiej	Kupiła torebkę pod kolor płaszcza.
pod	prep		12		przyimek występujący w zdaniu komunikującym, że ktoś robi coś w sposób charakterystyczny dla danego twórcy lub odpowiadający upodobaniom danej osoby	Jej pierwsze obrazy były malowane pod Picassa.
pod	prep		13		przyimek wraz z określeniem czasu komunikujący, że coś zdarzyło się nieco wcześniej, niż w chwili, na którą to określenie wskazuje	Pod wieczór zaczęło padać.
pod	prep		14		przyimek wraz z określeniem liczby komunikujący, że dana wielkość jest niewiele mniejsza, niż wskazuje ta liczba	Ojciec miał już wtedy pod osiemdziesiątkę.
pod	prep		15	a	przyimek wprowadzający nazwę zakąski, która towarzyszy piciu alkoholu	Pili pod śledzika.
pod	prep		15	b	lub określenie wznoszonego przez kogoś toastu	Pod nasze spotkanie!
pod	prep		16		przyimek przyłączający określenie osoby, której inni są podporządkowani, zwykle służbowo	Pod wiceministrem było pięciu dyrektorów departamentu.
pod	prep		17		przyimek wraz z przyłączanym rzeczownikiem określający konsekwencje, jakie grożą osobie, która nie dostosuje się do tego, o czym jest mowa w zdaniu	Kazano mu opuścić lokal pod groźbą eksmisji.
pod	prep		18		przyimek występujący w zdaniu komunikującym, że dana osoba za pomocą wypowiedzianych słów zobowiązała się do czegoś	Zeznawał pod przysięgą.
podczas	prep				przyimek komunikujący, że dane zdarzenie miało miejsce w tym samym czasie, co inne	
pomimo	prep				zobacz „mimo” 	
pomiędzy	prep				zobacz „między” 	
ponad	prep	I	1		przyimek występujący w zdaniu, które komunikuje, że coś znajduje się lub dzieje się powyżej danego miejsca lub danej przestrzeni	Gołębie wzbiły się ponad dachy domów.
ponad	prep	I	2		przyimek występujący w zdaniu, które komunikuje, że jeden z porównywanych obiektów jest bardziej ceniony niż drugi	Bracia kochali matkę ponad wszystko.
ponad	prep	I	3		przyimek występujący w zdaniu, które komunikuje, że ktoś lub coś wyróżnia się spośród osób, rzeczy lub zjawisk tego samego rodzaju albo że dystansuje się od nich	Wybił się ponad swoje środowisko.
ponad	prep	I	4		przyimek występujący w zdaniu, które komunikuje, że jakieś działanie lub jakiś stan przekracza dany poziom lub normę	Był dojrzały ponad wiek.
popod	prep				zobacz „pod”  w znaczeniu 1, 3	
poprzez	prep		1		przyimek komunikujący, że ktoś lub coś posuwa się po jakimś obszarze	
poprzez	prep		2		przyimek przyłączający nazwę rzeczy utrudniającej wykonywanie czynności	
poprzez	prep		3		przyimek, który wraz z przyłączanym rzeczownikiem charakteryzuje działanie, będące środkiem do osiągnięcia celu	
poprzez	prep		4		przyimek wprowadzający element zajmujący miejsce pośrednie w co najmniej trójelementowym szeregu	
poprzez	prep		5		przyimek przyłączający nazwę osoby, instytucji lub rzeczy, z której pośrednictwa ktoś korzysta	
poprzez	prep		6		przyimek przyłączający określenie czasu, w którym miał miejsce dany stan rzeczy	
poza	prep	II	1		przyimek komunikujący, że ktoś lub coś znajduje się na zewnątrz danego obszaru albo udaje się lub przemieszcza do miejsca położonego na zewnątrz niego	Wieczory spędzamy poza domem.
poza	prep	II	2		przyimek komunikujący, że dany stan rzeczy ma miejsce w innym czasie lub środowisku, niż wskazuje na to przyłączany rzeczownik	Widywali się poza lekcjami.
poza	prep	II	3		przyimek wyłączający z zakresu odniesienia zdania pewne elementy	Nie pisał prawie nic poza felietonami do gazety.
poza	prep	II	4		przyimek włączający do zakresu odniesienia zdania jakieś elementy	Poza kierowcą poszkodowanych było jeszcze kilka osób.
pośród	prep				zobacz „wśród” 	
przeciw	prep		1		przyimek przyłączający nazwę stanu rzeczy, na które się dana osoba nie zgadza	Mieszkańcy gminy protestowali przeciw budowie oczyszczalni ścieków.
przeciw	prep		2		przyimek przyłączający nazwę osoby, której ktoś zamierza zrobić coś złego	Generał poprowadził dywizjon przeciw nieprzyjacielskim czołgom.
przeciw	prep		3		przyimek przyłączający nazwę stanu rzeczy, któremu określone działania mają zapobiec lub który mają usunąć	Łykał tabletki przeciw grypie.
