przeciw	prep			dat		3		przyimek przyłączający nazwę stanu rzeczy, któremu określone działania mają zapobiec lub który mają usunąć	Łykał tabletki przeciw grypie.
przeciw	prep			dat		4		przyimek przyłączający nazwę stanu rzeczy, której istnienie jest zagrożone	Wykroczenia przeciw porządkowi i spokojowi publicznemu podlegają karze.
przeciw	prep			dat		5		przyimek przyłączający nazwę osoby lub grupy osób, z którą inna osoba lub grupa osób współzawodniczy	Dwie drużyny dziennikarzy mają walczyć przeciw sobie o puchar prezydenta miasta.
przeciw	prep		Location Goal/Manner	dat		6		przyimek wraz z przyłączanym rzeczownikiem komunikujący o kierunku ruchu odwrotnym do kierunku zjawiska nazywanego przez ten rzeczownik	 Łódź z trudem płynęła przeciw prądowi rzeki.
przed	prep		Location Goal	acc		1		przyimek komunikujący, że osoba lub rzecz znajduje się lub została umieszczona po tej samej stronie danego obiektu co obserwator albo bliżej przodu tego obiektu niż tyłu	Samochód zatrzymał się przed gmachem.
przed	prep		Location	inst		1		przyimek komunikujący, że osoba lub rzecz znajduje się lub została umieszczona po tej samej stronie danego obiektu co obserwator albo bliżej przodu tego obiektu niż tyłu	Samochód zatrzymał się przed gmachem.
przed	prep			inst		2		przyimek komunikujący, że osoba lub rzecz znajduje się lub została umieszczona bliżej początku czegoś albo wyżej w jakiejś hierarchii niż obiekt, o którym mowa	Piotr stał w kolejce przed Adamem.
przed	prep	cel/CZAS	Purpose/Time	inst		3		przyimek wraz z użytym po nim rzeczownikiem nazywający zdarzenie, względem którego stan rzeczy, o którym mowa w zdaniu, nastąpił wcześniej	Wszystkie ptaki gromadziły się tu przed odlotem.
przed	prep	CZAS	Time	inst		4		przyimek wprowadzający określenie czasu, jaki upłynął od momentu zajścia danego zdarzenia	Statek odpłynął przed godziną.
przed	prep			inst		5		przyimek wprowadzający nazwę osoby, rzeczy lub zjawiska, z którymi ktoś chce uniknąć kontaktu	Zasłoniła twarz przed wiatrem.
przed	prep			inst		6		przyimek wprowadzający określenie adresata lub świadka czyjejś wypowiedzi	Wyżaliła się przed babcią.
przed	prep			inst		7		przyimek komunikujący, że dane zdarzenie ma miejsce w obecności ważnej osoby lub grupy osób	Rozprawa odbyła się przed kolegium do spraw wykroczeń.
przez	prep		Path	acc		1		przyimek występujący w zdaniu komunikującym, że ktoś lub coś przechodzi lub przedostaje się z jednej strony danego obiektu na drugą	Do domu wracała przez park. Droga prowadziła przez most.
przez	prep		Path	acc		2		przyimek przyłączający określenie grupy osób, rzeczy lub masy czegoś, które znajdują się na drodze czyjegoś ruchu i wymagają pokonania	Brnęli przez śnieg w stronę schroniska.
przez	prep		Path	acc		3		przyimek przyłączający nazwę rzeczy, która oddziela dwie sąsiadujące ze sobą części przestrzeni	Słyszałam przez drzwi waszą rozmowę.
przez	prep			acc		4		przyimek przyłączający określenie stanów rzeczy, w których ktoś uczestniczył lub które przeżył	Przeszedł przez życie cicho i spokojnie.
przez	prep		Duration	acc		5		przyimek wraz z przyłączanym rzeczownikiem komunikujący czas trwania zdarzenia, o którym jest mowa	Rozmawiali przez chwilę.
przez	prep		Path	acc		6		przyimek wprowadzający element zajmujący miejsce pośrednie w szeregu złożonym z co najmniej trzech elementów	Układ niżowy ciągnął się od Skandynawii przez Morze Północne po Wyspy Brytyjskie.
przez	prep		Path	acc		7		przyimek komunikujący, że cała powierzchnia jakiejś rzeczy lub części ciała ma daną cechę albo że cała podlega danej czynności	Głęboka szrama przechodziła mu przez czoło.
przez	prep	ARG		acc		8		przyimek przyłączający określenie wykonawcy lub sprawcy czynności	Omawiano poprawki zgłoszone przez posłów.
przez	prep			acc		9		przyimek wprowadzający nazwę środka lub narzędzia czynności	Piła sok przez słomkę.
przez	prep			acc		10		przyimek przyłączający określenie czynności, która służy osiągnięciu komunikowanego w zdaniu celu	Uczczono pamięć zmarłych przez powstanie.
przez	prep	CZEMU	Condition	acc		11		przyimek przyłączający określenie okoliczności lub nazwę osoby, która spowodowała dany stan rzeczy, oceniany zazwyczaj jako zły	Wpadł w furię przez zazdrość.
przez	prep			acc		12		przyimek wprowadzający nazwę osoby, z której pomocy lub pośrednictwa ktoś korzysta	Przekażę ci informację przez Piotra.
przez	prep			acc		13		przyimek wprowadzający słowa, którym przypisywane jest w zdaniu określone znaczenie	Co rozumiesz przez to pojęcie?
przez	prep			acc		14		przyimek wprowadzający liczbę, za pomocą której dokonuje się mnożenia lub dzielenia	Podziel dziewięć przez trzy.
przez	prep			acc		15		przyimek przyłączający nazwę litery, która jest używana w danej pisowni	"Wyraz ""nadzieja"" pisze się w dopełniaczu przez ""i""."
przy	prep		Location	loc		1		przyimek komunikujący, że ktoś lub coś znajduje się blisko danej osoby, rzeczy albo danego miejsca	Usiadła przy dziadku.
przy	prep			loc		2		przyimek komunikujący, że zdarzenie, o którym mowa, miało miejsce w obecności danej osoby	Umowę zawarli przy świadkach.
przy	prep		compar	loc		3		przyimek używany w celu porównania kontrastujących ze sobą rzeczy lub osób	Przy rosłym bracie wydawał się niepozorny.
przy	prep	CZAS?	Time?	loc		4		przyimek używany dla określenia czasu lub okoliczności zdarzenia, o którym mowa w zdaniu	Grali przy pełnej sali.
przy	prep			loc		4		przyimek używany dla określenia czasu lub okoliczności zdarzenia, o którym mowa w zdaniu	Grali przy pełnej sali.
przy	prep			loc		5		przyimek komunikujący, że jakaś rzecz, instytucja lub osoba jest w jakiś sposób przyporządkowana innej rzeczy, instytucji lub osobie	Poodpinał guziki przy swetrze. Zaczynał jako asystent przy profesorze.
przy	prep			loc		6		przyimek przyłączający nazwę obiektu, z którym związane są charakteryzowane w zdaniu czynności	Pracuje przy budowie hotelu.
przy	prep			loc		7		przyimek określający przedmiot, który posiada lub który ma do dyspozycji charakteryzowana w zdaniu osoba	Przy władzy są teraz partie prawicowe.
spod	prep		Location Source	gen		1		przyimek komunikujący o ruchu z miejsca położonego niżej lub głębiej niż obiekt nazywany przez rzeczownik	Wyciągnęła rękawiczki spod sterty ubrań.
spod	prep		Location Source	gen		2		przyimek komunikujący, że ktoś lub coś przybywa lub pochodzi z miejsca położonego w pobliżu miejscowości bądź obiektu, o których mowa	Ich rodzina pochodziła spod Lwowa.
spod	prep		Location Source/Manner	gen		3		przyimek komunikujący, że ktoś spogląda pod czymś, co ma nad oczami	Żołnierze spoglądali na nas spod ciężkich hełmów.
spod	prep			gen		4		przyimek oznaczający wspólne podleganie jakiejś władzy lub wydobycie się z zakresu jakichś oddziaływań	Przestępca uwolnił się spod dozoru policji.
spod	prep			gen		5		przyimek przyłączający określenie przysługującego danej osobie znaku zodiaku	Syn jest spod Raka, a córka spod Lwa.
spomiędzy	prep		Location Source	gen		1		przyimek informujący, że z miejsca położonego między jakimiś obiektami wysunęła się, wyjrzała lub wyszła rzecz lub osoba, o której mowa w zdaniu	Spomiędzy kamieni ciekła woda.
spomiędzy	prep			gen		2		przyimek informujący, że to, o czym mowa w zdaniu, dotyczy wyróżnionej części zbioru	Spomiędzy setek listów wylosowano trzy.
sponad	prep		Location Source	gen				przyimek informujący o ruchu z miejsca położonego wyżej niż obiekt lub obszar nazywany przez rzeczownik	Sponad gór wiał wiatr.
spośród	prep			gen		1		przyimek komunikujący, że to, o czym mowa w zdaniu, dotyczy wyróżnionej części jakiegoś zbioru	Wybrano go spośród zebranych.
spośród	prep		Location Source	gen		2		przyimek komunikujący, że z miejsca położonego między jakimiś obiektami wysunęła się, wyjrzała lub wyszła rzecz lub osoba, o której mowa w zdaniu	Spośród zarośli wyłaniała się zabytkowa wieża.
spoza	prep			gen		1		przyimek informujący, że ktoś nie należy do grupy osób, instytucji lub organizacji, o której jest mowa	Zabiegali o poparcie posłów spoza koalicji.
spoza	prep		Location Source	gen		2		przyimek informujący, że ktoś lub coś pochodzi z miejsca położonego poza danym obszarem	Powołano recenzentów spoza Warszawy.
spoza	prep		Location Source	gen		3		przyimek informujący, że obiekt, o którym mowa, przestał być zasłonięty przedmiotem nazwanym przez rzeczownik	Słońce wyjrzało spoza chmur.
sprzed	prep	CZAS	Time	gen		1		przyimek komunikujący, że to, o czym mowa w zdaniu, pochodzi z okresu wcześniejszego niż wydarzenie nazywane rzeczownikiem	Pieśń ta pochodzi sprzed powstania listopadowego.
sprzed	prep	CZAS	Time	gen		2		przyimek przyłączający rzeczownik, który określa, ile czasu upłynęło od danego zdarzenia do momentu mówienia	To fotografia sprzed pięciu lat.
sprzed	prep		Location Source	gen		3		przyimek komunikujący, że dana osoba lub rzecz przestała być w miejscu znajdującym się przed obiektem nazywanym przez rzeczownik	Samochód odjechał sprzed domu.
u	prep			gen	II	1		przyimek komunikujący, że coś jest częścią pewnej rzeczy lub tworzy z czymś pewną całość	Pomalowała paznokcie u nóg.
u	prep			gen	II	2	a	przyimek wprowadzający nazwę osoby, z której usług ktoś korzysta	Zamówił buty u szewca.
u	prep			gen	II	2	b	której ktoś podlega jako wykonawca danej pracy	Praktykowała u samego mistrza.
u	prep		Location	gen	II	3		przyimek komunikujący, że ktoś lub coś znajduje się w pomieszczeniu należącym do danej osoby bądź w miejscu, w którym ona przebywa	Będę u ciebie jutro wieczorem.
u	prep		Location	gen	II	4		przyimek komunikujący o małej odległości między przedmiotem lub miejscem, w którym coś się dzieje, a danym miejscem lub terenem	Wieś leżała u podnóża góry.
u	prep			gen	II	5		przyimek wprowadzający nazwę rzeczy lub osoby, której przysługuje dana cecha	Miała powodzenie u mężczyzn.
w	prep		Location Goal	acc	II	2		przyimek komunikujący, że dana osoba idzie, jedzie lub wchodzi gdzieś	Rankiem wyruszyli w góry.
w	prep	COMPREP		acc	II	3		przyimek komunikujący, że dana osoba lub rzecz jest zwrócona do jakiegoś miejsca	Dyrygent skierował wzrok w stronę orkiestry.
w	prep		Location Goal	acc	II	4		przyimek łączący się z nazwą obiektu czynności polegającej na zetknięciu się dwóch przedmiotów	Piorun uderzył w stodołę.
w	prep			acc	II	14		przyimek łączący się z nazwą zjawiska atmosferycznego towarzyszącego jakiejś czynności	Nie wychodź z domu w taką śnieżycę.
w	prep		Duration	acc	II	16		przyimek tworzący wraz z określeniem odcinka czasu wyrażenie informujące o długości trwania jakiegoś procesu	W trzy lata zrobił doktorat.
w	prep			acc	II	18		przyimek łączący się z wyrażeniem określającym formę, jaką ma dany obiekt lub jaka została mu nadana	Stoły ustawiono w podkowę.
w	prep			acc	II	20		przyimek łączący się z określeniem wzoru lub deseniu na jakimś materiale	Kup papier w kratkę.
w	prep			acc	II	21		przyimek łączący się z nazwą nowego obiektu lub określeniem nowej postaci istniejącego już obiektu, który ukształtował się w wyniku jakiejś zmiany	Pąki rozwinęły się w kwiaty.
w	prep		Purpose	acc	II	25		przyimek łączący się z określeniem celu czynności	Pojechał w odwiedziny do babci.
w	prep			acc	II	26		przyimek łączący dwie formy tego samego rzeczownika w konstrukcję, która komunikuje, że dane zdarzenie się powtarza albo dany przedmiot jest bardzo podobny do innego, tego samego rodzaju	Dzień w dzień zapraszała gości.
w	prep			acc	II	27		przyimek wprowadzający wyrażenie, za pomocą którego mówiący wzywa lub nakłania kogoś do określonego działania	W nogi!
w	prep		Location	loc	II	1		przyimek komunikujący, że dana osoba lub rzecz zajmuje część jakiejś przestrzeni, powierzchni	Usiadł w fotelu.
w	prep		Location	loc	II	2		przyimek komunikujący, że dana osoba idzie, jedzie lub wchodzi gdzieś	Rankiem wyruszyli w góry.
w	prep		Manner?	loc	II	5		przyimek łączący się z nazwami rzeczy, które ludzie wkładają na siebie, a także nazwy opakowań różnych przedmiotów	Najchętniej chodziła w dżinsach.
w	prep			loc	II	6		przyimek łączący się z nazwą przedmiotu, wewnątrz którego lub na powierzchni którego jest otwór	Wypalił dziurę w spodniach.
w	prep			loc	II	7		przyimek występujący w zdaniach, które komunikują, że dany proces zachodzi wewnątrz ciała lub umysłu danej osoby	Szybko zrobiła wszystkie obliczenia w pamięci.
w	prep			loc	II	8		przyimek łączący się z nazwą środka, za pomocą którego coś zostało przedstawione lub pokazane	W telewizji oglądali często programy rozrywkowe.
w	prep			loc	II	9		przyimek łączący się z nazwą zbiorowości, która jest miejscem czyjejś pracy, nauki lub innej działalności	Działał aktywnie w związkach zawodowych.
w	prep			loc	II	10		przyimek łączący się z nazwą grupy, do której ktoś lub coś należy	Był najlepszy w klasie.
w	prep			loc	II	11		przyimek łączący się z nazwą dziedziny, do której coś należy	Stale powstają nowe kierunki w nauce i w sztuce.
w	prep			loc	II	12		przyimek łączący się z określeniami czyjegoś stanu psychicznego lub czyjejś sytuacji materialnej	Przyszła do szkoły w wyśmienitym nastroju.
w	prep			loc	II	13		przyimek wprowadzający charakterystykę okoliczności towarzyszących jakiemuś zdarzeniu	Słuchali kazania w milczeniu.
w	prep	ARG	Theme	loc	II	17		przyimek łączący się z nazwą zdarzenia, któremu towarzyszy inne, toczące się równolegle do pierwszego	Dziadkowie zginęli w powstaniu.
w	prep			loc	II	19		przyimek łączący się z nazwą materiału, z którego coś zostało wykonane	Michał Anioł rzeźbił w marmurze.
w	prep			loc	II	22		przyimek łączący się z określeniem liczby i ilości	Przygotuj to sprawozdanie w dziesięciu kopiach.
w	prep			loc	II	23		przyimek komunikujący, pod jakim względem przysługuje danej osobie lub rzeczy jakaś cecha	Jabłka były cierpkie w smaku.
w	prep			loc	II	24		przyimek wprowadzający określenie motywu lub powodu czyjegoś działania	Pojechała do miasta w poszukiwaniu leku.
w	prep	CZAS	Time	loc/acc?	II	15		przyimek łączący się z określeniem czasu zdarzenia	W lipcu wyjechał na urlop.
wbrew	prep			dat			a	przyimek komunikujący, że coś stało się w sposób niezgodny z tym, o czym jest mowa	Postąpił wbrew przyjętym konwencjom.
wbrew	prep			dat			b	lub komunikujący, że dana osoba nie chciała, by się zdarzyło to, o czym jest mowa	Wbrew ojcu poszła do klasztoru.
według	prep			gen		1		przyimek wskazujący na zgodność czegoś z czymś	Pociąg przyjechał według rozkładu.
według	prep			gen		2		przyimek wskazujący na osobę, książkę lub inne źródło przytoczonej w zdaniu informacji	Według zeznań świadków oskarżony znał ofiarę od dawna.
wewnątrz	prep		Location	gen	I			przyimek komunikujący, że to, o czym mowa w zdaniu, znajduje się lub odbywa w granicach zamkniętej przestrzeni lub w obrębie jakiejś grupy	
wobec	prep			gen		1		przyimek przyłączający nazwę osoby, instytucji lub organizacji, do której odnosi się charakteryzowana w zdaniu postawa lub czynność	Wobec handlarzy narkotyków stosowano surowe kary.
wobec	prep			gen		2		przyimek przyłączający charakterystykę okoliczności, zwykle niekorzystnych, które pociągnęły za sobą konsekwencje przedstawione w zdaniu	Wobec zagrożenia lawinowego zrezygnowali ze wspinaczki.
wobec	prep		compar	gen		3		przyimek wprowadzający podstawę porównania charakteryzowanego w zdaniu zjawiska lub przedmiotu	Wysiłek był niewielki wobec oczekiwanych rezultatów.
wobec	prep			gen		4		przyimek wraz z rzeczownikiem nazywającym osobę komunikujący o obecności danej osoby w czasie danego zdarzenia	Przeprosiła nauczyciela wobec całej klasy.
wokół	prep		Location	gen	I	1		przyimek komunikujący, że to, o czym mowa w zdaniu, ma miejsce ze wszystkich stron czegoś lub kogoś znajdującego się w środku	Wielkie ćmy krążyły wokół lampy.
wokół	prep		Path	gen	I	1		przyimek komunikujący, że to, o czym mowa w zdaniu, ma miejsce ze wszystkich stron czegoś lub kogoś znajdującego się w środku	Wielkie ćmy krążyły wokół lampy.
wokół	prep		Location?	gen	I	2		przyimek określający centralne miejsce lub środowisko, w którym są dokonywane charakteryzowane działania	Potrafiła skupić wokół siebie niemałą grupę uczniów.
wokół	prep			gen	I	3		przyimek określający główny temat tego, o czym mowa w zdaniu	Ożywiona dyskusja toczyła się wokół lustracji.
wokół	prep			gen	I	4		przyimek wskazujący na przedmiot, którym się ktoś zajmuje	Rodzice krzątali się wokół gospodarstwa.
wskutek	prep	CZEMU	Condition	gen				przyimek wprowadzający informację o przyczynie czegoś	
wśród	prep		Location	gen		1		przyimek komunikujący, że przedmiot, osoba itp., o których mowa, są otoczone innymi przedmiotami, osobami itp.	Szła miedzą wśród rozgrzanych zbóż.
wśród	prep			gen		2		przyimek komunikujący, że przedmiot, osoba lub zjawisko, o których mowa, są jednym z elementów danego zbioru przedmiotów, osób lub zjawisk	Wśród nagrodzonych umieszczono jego nazwisko.
wśród	prep			gen		3		przyimek komunikujący, że to, o czym mowa w zdaniu, dotyczy wymienionej grupy osób jako całości lub każdej bądź większości z nich z osobna	 Wśród licznie przybyłych gości narastała niecierpliwość.
wśród	prep			gen		4		przyimek komunikujący o zjawiskach towarzyszących danemu zdarzeniu	Weszły na estradę wśród dźwięków orkiestry.
wzdłuż	prep		Location	gen	I			przyimek komunikujący, że coś znajduje się lub odbywa równolegle do długości danego obiektu	
wzdłuż	prep		Path	gen	I			przyimek komunikujący, że coś znajduje się lub odbywa równolegle do długości danego obiektu	
z	prep		Duration	acc/adv	II			przyimek określający przybliżony czas trwania zdarzenia	Z godzinę. Ze dwa tygodnie.
z	prep			adv	II	10		przyimek tworzący przysłówki złożone	z cudzoziemska z chłopska
z	prep		Location Source	gen	II	1	a	przyimek tworzący wyrażenia oznaczające miejsce znajdowania się czegoś	Gwóźdź wystający z deski.
z	prep		Location Source	gen	II	1	b	rozpoczęcia ruch lub czynności	Wyszedł z banku.
z	prep		Location Source	gen	II	1	c	pochodzenia kogoś lub powstania czegoś	Pamiątka z Afryki.
z	prep			gen	II	2		przyimek tworzący wyrażenia oznaczające źródło informacji lub wiedzy	dane z rocznika statystycznego
z	prep			gen	II	3	a	przyimek tworzący wyrażenia określające okoliczności pojawienia się jakiejś rzeczy lub osoby	towary z importu
z	prep	CZAS	Time	gen	II	3	b	czas powstania czegoś	powieść z XIX w.
z	prep			gen	II	3	c	lub podstawę do wykonania czegoś	Grał z nut.
z	prep			gen	II	4	a	przyimek tworzący wyrażenia nazywające składnik całości	wiązanka z róż
z	prep	CZEMU	Condition	gen	II	5	a	przyimek tworzący wyrażenia określające przyczynę jakiegoś zachowania lub procesu	Zemdlała z głodu.
z	prep			gen	II	5	b	albo stan początkowy procesu	Z dziecka wyrosła panna.
z	prep			gen	II	6	a	przyimek tworzący wyrażenia charakteryzujące zakres odniesienia danej cechy	Z oczu była podobna do matki.
z	prep		Manner	gen	II	6	b	lub wysoki stopień nasilenia czynności	Kochał ją z całego serca.
z	prep			inst	II	4	b	lub zbiór zawierający określony element	kawa z mlekiem
z	prep			inst	II	7	a	przyimek tworzący wyrażenia nazywające rzecz, którą ktoś ma przy sobie	pan z parasolem
z	prep			inst	II	7	b	oraz osobę towarzyszącą komuś	Podróżowała z mężem.
z	prep			inst	II	7	c	lub rozmawiającą z kimś albo zjawisko występujące razem z innym	Padał deszcz z gradem.
z	prep			inst	II	8	a	przyimek tworzący wyrażenia informujące o okolicznościach towarzyszących działaniu	Okno zamknęło się z trzaskiem.
z	prep			inst	II	8	b	oraz jego celu i skutku	Przyszedłem do pana z prośbą o radę.
z	prep			inst	II	9	a	przyimek tworzący wyrażenia oznaczające początek i koniec jakiegoś stanu	Budziła się z pianiem koguta.
z	prep		Path	inst	II	9	b	lub kierunek ruchu	Peleton jechał z wiatrem.
za	prep		Location Goal	acc	I	2		przyimek tworzący wyrażenia komunikujące, że ktoś lub coś posuwa się z tyłu danej osoby lub danego pojazdu	Autobus jechał za ciężarówką.
za	prep		Location Goal	acc	I	3		przyimek tworzący wyrażenia komunikujące, że ktoś lub coś znajduje się na zewnątrz danego obszaru albo przemieszcza się do miejsca położonego na zewnątrz niego	Nasze dzieci od dawna mieszkają za miastem.
za	prep		Location Goal/Manner	acc	I	4		przyimek przyłączający nazwę części ciała lub rzeczy, którą ktoś chwycił	Złapał chłopca za rękę.
za	prep			acc	I	5	a	przyimek przyłączający określenie przedmiotu transakcji	Dostała niewielkie honorarium za książkę.
za	prep			acc	I	5	b	albo kwoty, którą ktoś zapłacił lub przyjął z tytułu jakiejś transakcji	Kup sobie loda za dwa złote.
za	prep		Condition	acc	I	6	a	przyimek tworzący wyrażenia wskazujące przyczynę jakiegoś zachowania	Pogniewała się na niego za spóźnienie.
za	prep		Purpose	acc	I	6	b	lub cel, warunki oraz sposób wykonania czynności	Modlili się za syna.
za	prep			acc	I	8	a	przyimek tworzący wyrażenia wskazujące osobę, która miała robić to, co robi zamiast niej ktoś inny	Pójdź za mnie na to spotkanie.
za	prep			acc	I	8	b	lub komunikujące, że ktoś robi czegoś bardzo dużo, przez wskazanie na liczbę osób, która zazwyczaj wykonuje daną czynność	Pracował za dwóch.
za	prep	CZAS	Time	acc	I	9	a	przyimek tworzący wyrażenia określające czas, po upływie którego nastąpi dane zdarzenie	Za dziesięć minut odjeżdżamy.
za	prep	CZAS	Time	acc	I	9	b	lub jaki pozostał do danego punktu czasowego	Za kwadrans wybije północ.
za	prep	CZAS	Time	acc	I	10		przyimek tworzący wyrażenia określające czasy, w których nastąpiło dane zdarzenie	Za Kazimierza Wielkiego powstała Akademia Krakowska.
za	prep			acc	I	12		przyimek tworzący wyrażenia nazywające okres obejmujący stan rzeczy, o którym mowa	Nie zapłaciła pani czynszu za styczeń.
za	prep			acc	I	13		przyimek przyłączający określenie właściwości lub roli przypisywanej osobie albo rzeczy	Przez pomyłkę uznano go za złodzieja.
za	prep			gen	I			przyimek tworzący wyrażenia określające czas, ze względu na sprawowanie funkcji przez osobę	za cara
za	prep		Location	inst	I	1	a	przyimek tworzący wyrażenia komunikujące, że osoba lub rzecz znajduje się po przeciwnej stronie danego obiektu niż obserwator	Za katedrą wisiał orzeł w koronie.
za	prep		Location	inst	I	1	b	albo dalej niż obiekt, z którego pozycją jest porównywana	Stała w kolejce za starszym małżeństwem.
za	prep			inst	I	1	c	lub niżej od tego obiektu w jakiejś hierarchii	Na liście rankingowej nasza klasa zajmowała drugie miejsce tuż za klasą matematyczną.
za	prep		Location	inst	I	2		przyimek tworzący wyrażenia komunikujące, że ktoś lub coś posuwa się z tyłu danej osoby lub danego pojazdu	Autobus jechał za ciężarówką.
za	prep		Location	inst	I	3		przyimek tworzący wyrażenia komunikujące, że ktoś lub coś znajduje się na zewnątrz danego obszaru albo przemieszcza się do miejsca położonego na zewnątrz niego	Nasze dzieci od dawna mieszkają za miastem.
za	prep			inst	I	7		przyimek tworzący wyrażenia komunikujące o powtarzających się okolicznościach, które pociągają za sobą charakteryzowany skutek	Zdałem egzamin już za drugim podejściem.
za	prep			inst	I	11		przyimek tworzący wyrażenia komunikujące o następowaniu po sobie takich samych czynności, zdarzeń lub odcinków czasu	Upływa dzień za dniem.
za	prep			inst	I	14		przyimek przyłączający nazwę przedmiotu uczuć lub upodobań	Szalał za nią.
zamiast	prep			gen	I			przyimek komunikujący, że miał miejsce inny stan rzeczy niż ten, którego można było się spodziewać	Miał na sobie aksamitną kokardkę zamiast krawata.
znad	prep		Location Source	gen		1		przyimek tworzący z rzeczownikiem wyrażenie informujące, że coś porusza się nad obiektem nazywany przez rzeczownik i oddala się od niego	
znad	prep		Location Source	gen		2		przyimek tworzący z rzeczownikiem wyrażenie informujące, że ktoś lub coś pochodzi, przybywa lub dochodzi z miejsca położonego nad zbiornikiem wodnym nazywanym przez rzeczownik	
zza	prep		Location Source	gen		1		przyimek tworzący wyrażenia informujące, że coś przestało być zasłonięte przedmiotem nazywanym przez rzeczownik	
zza	prep		Location Source	gen		2		przyimek tworzący wyrażenia komunikujące, że coś pochodzi z miejsca położonego dalej niż obiekt nazywany przez rzeczownik	
